序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
1843,,130149473152,251133472,"-留言",6,保密,"其实吧，我感觉第二部没那么差，剧情比第一部好，当然两部的女主角都可以删除，没啥存在感",2022-09-15 14:19:35,9,31,"独立而不改，周行而不殆",重庆,是,https://i1.hdslb.com/bfs/face/191a8c0c41300df3a1b88f2ec5c905a330c7bae8.jpg
1844,130149473152,130159378144,294369201,"务务务务务",6,男,"感觉这两部的女主都是凑数的[笑哭][笑哭]",2022-09-15 16:22:56,0,3,"慎记：树欲静而风不止，子欲养而亲不待",广东,否,https://i0.hdslb.com/bfs/face/e374a16a997af8d5f3e3c2a43bfaa30870a78696.jpg
1845,130149473152,130291264304,341249626,"Nausicaa的小生活",5,女,"刘诗诗可以啊，周妙彤本来就是讨厌沈炼，反正我觉得她的表演和角色契合度还行，反正本来就是个工具人",2022-09-16 19:03:06,0,15,"曲高人不识，何处话清词",江苏,否,https://i1.hdslb.com/bfs/face/463930eb61f1f2e8e4d0123c756ae1cc2ef2a733.jpg
1846,130291264304,130292213920,251133472,"-留言",6,保密,"回复 @Nausicaa的小生活 :就是因为是工具人，就不清楚为啥一定要她，推动剧情的因素其实已经有了，如果把沈炼安排成单纯为两兄弟筹钱才放魏的，不更有感染力吗，最后反而害死两兄弟(虽然本来就会死)，这样加剧了戏剧冲突，也契合明末腐败无药可救的背景，我只能理解为尊重女性，好歹要个女主角",2022-09-16 19:11:06,0,5,"独立而不改，周行而不殆",重庆,是,https://i1.hdslb.com/bfs/face/191a8c0c41300df3a1b88f2ec5c905a330c7bae8.jpg
1847,130292213920,130293742352,341249626,"Nausicaa的小生活",5,女,"回复 @一个脑袋两个肩膀 :你说的也可以，没有周妙彤也能演，加刘诗诗我觉得有两方面考虑，一是当时刘诗诗是流量自带粉丝宣传，二是雪地红衣那一幕破碎美感真的很绝，大概就是为了那点醋包的饺子吧",2022-09-16 19:23:39,0,4,"曲高人不识，何处话清词",江苏,否,https://i1.hdslb.com/bfs/face/463930eb61f1f2e8e4d0123c756ae1cc2ef2a733.jpg
1848,130291264304,130497488032,1348472111,"整不过啊",5,男,"回复 @Nausicaa的小生活 :可能是看刘诗诗长大的，我感觉刘诗诗挺好",2022-09-18 11:40:08,0,1,"禾易集团精密仪器加工（上海，，俄罗斯，菲律宾，南京，大连）商务合作私聊哦～fengning1666",辽宁,否,https://i2.hdslb.com/bfs/face/cd8dc4e67a6352432c3b066e12ff750d92a76611.jpg
1849,130149473152,131130582912,2422702,"头疼的可达鸭",6,男,"有杨幂这个演技让我觉得刘诗诗强太多了[吃瓜]",2022-09-23 22:47:44,0,4,"我还没上车.",广东,是,https://i1.hdslb.com/bfs/face/1f4d5081bab8229c106949e4ff82781224aca223.jpg
1850,130292213920,132358389184,46608410,"tianc三生渡",6,保密,"回复 @一个脑袋两个肩膀 : 应该就是给三兄弟一人一个做事动力，去掉换成为兄弟筹钱的话沈有点过于“完美”了，而换成沈周两情相悦又太“俗”，所以加个周并不喜欢沈，延伸一下能带出周的身世，新角度的批判，又点到为止，不用着墨太多",2022-10-04 09:25:37,0,1,"0.0",湖南,否,https://i2.hdslb.com/bfs/face/a92909dad9b73b1f3b9f1d410efad454634cabe2.jpg
1851,130149473152,133298995952,122011410,"吾乃追随无上至尊之人",6,男,"第一部女主是沈炼弄钱的动力，删了剧情反而有些说不通",2022-10-12 00:25:55,0,1,"爱国青年，中华人民团结主义者，喜欢武器、格斗和游戏，随缘更新视频，收藏夹里有许多分类好的好视频哦⊙∀⊙！",广西,是,http://i0.hdslb.com/bfs/face/39fb7eaf2957538ee2130a4103387d9136e894e1.jpg
1852,130149473152,188601582448,522703623,"东方紫宸555",5,保密,"杨幂第二部太烂了，本来一部好剧硬生生被她毁了",2023-10-03 22:42:50,0,0,"",浙江,是,https://i0.hdslb.com/bfs/face/8b7efb215d4cca863913a4bd15ef1ccf738dd5f8.jpg
1853,,130147539840,379712167,"红利小哥鱼小七",6,保密,"三三制其实祖传的[笑哭]",2022-09-15 13:55:31,0,0,"我是一个咸鱼",海南,否,https://i1.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
1854,,130146109536,37971283,"漫步深渊的基亚兰",6,保密,"沈炼真的是大明第一MT[笑哭][笑哭]",2022-09-15 13:39:12,2,0,"",福建,是,https://i1.hdslb.com/bfs/face/9f1e817078cb138de2c204969b31a0d40464cfa3.jpg
1855,130146109536,130167841680,33039721,"樱落ye舞",6,男,"真的搜",2022-09-15 17:52:19,0,0,"哈哈………",四川,否,https://i1.hdslb.com/bfs/face/c3029c5d699621cc1d9b1030e78e981ae0939484.jpg
1856,130167841680,130167802688,33039721,"樱落ye舞",6,男,"回复 @樱落ye舞 :肉",2022-09-15 17:52:27,0,0,"哈哈………",四川,否,https://i1.hdslb.com/bfs/face/c3029c5d699621cc1d9b1030e78e981ae0939484.jpg
1857,,130142722032,12528219,"LevyTheSpectre",6,保密,"丁白樱要生擒沈炼才会劈刀，其实那刀本身是接一记斜袈裟斩劈人身体的。",2022-09-15 13:05:39,0,0,"我很好相处。我的每个让步都并非偶然。",福建,是,https://i0.hdslb.com/bfs/face/50f5b93894275c157e2585ab08bd632d39e29a1d.jpg
1858,,130142189728,2080042544,"浪人RONIN",6,男,"丁白缨的刀不是苗刀，因为长度不够，而是倭刀，也可以叫倭式腰刀。
在明朝，日本刀、日本进口刀条安装中式装具的刀和仿造日本刀刀条形状的中国刀，都可以称为倭刀。个人推测丁白缨的刀属于第二种，在刀身锻造上就比沈炼的刀更好，所以把沈炼的刀斩断。（我不是日吹，因为沈炼家传的刀也是中国的，后来也没被砍断，只不过第一把是量产货而已）
苗刀刀身更长，很难做到电影里的居合术（也就是沈炼口中的倭刀术）。单刀法选中，也是因为苗刀太长不好拔，才设计了各种针对性的拔刀方式，比如正手拔刀同时扔个飞刀换取拔刀时间，比如反手拔刀甚至握住刀背来增加拔刀动作的长度，再比如两个士兵互相拔出对方的刀（你我拔刀势）。但是这些方法都不适合像居合术那样迅速拔刀攻击。",2022-09-15 13:01:21,28,307,"万物皆虚，万事皆允。",北京,是,https://i2.hdslb.com/bfs/face/c28b50de311ba30bd07112e7717718e7a1045a69.jpg
1859,130142189728,130194475232,266677797,"冠火",6,男,"刀种是啥我倒是没看出来，不过锻造这玩意我觉得丁白樱刀其实不太行，斩断雁翎刀是正好砍在血槽收口的位置，估计是有专门的功法练过准度，在后面的断崖乱战中丁白樱的刀就被砍烂了，沈炼的绣春刀反而看不出多少豁口，那个时候丁白樱纯粹是跟沈炼刀战，而沈炼一次对付陆丁两人刀身也没有受到多大损伤",2022-09-15 21:45:05,0,20,"",湖北,是,https://i0.hdslb.com/bfs/face/8e382644047bcfb4b6a244a59f454fb291b01166.jpg
1860,130194475232,130197545216,2080042544,"浪人RONIN",6,男,"回复 @枫宇の飘摇 :刀本身是消耗品，和其他刀剑用力磕都会有损伤。只不过，影视作品中有时候会拍出来，体现出战斗的理解，而有时候又会忽略，两个人火星四射拼半天刀也没事。
比如第一部，丁修用苗刀劈靳一川，那几下砸的力度，按理说刀刃肯定有损伤，但是电影没专门去展示。而第二部，丁白缨的刀最后损伤严重，更多的是为了衬托出寡不敌众、奋战到死的人物形象。
总之，沈炼在换刀的时候，念叨着“倭刀术”，这个倭刀术是绝对不会用在苗刀上的，因为压根就不是一个东西。苗刀在明代叫长刀，也叫单刀（意思是双手持一把刀），苗刀绝不可能被称为倭刀。",2022-09-15 22:08:10,0,41,"万物皆虚，万事皆允。",北京,是,https://i2.hdslb.com/bfs/face/c28b50de311ba30bd07112e7717718e7a1045a69.jpg
1861,130197545216,130198858576,266677797,"冠火",6,男,"回复 @浪人RONIN :说的难道不是戚刀术吗？",2022-09-15 22:18:42,0,1,"",湖北,是,https://i0.hdslb.com/bfs/face/8e382644047bcfb4b6a244a59f454fb291b01166.jpg
1862,130198858576,130211542448,2080042544,"浪人RONIN",6,男,"回复 @枫宇の飘摇 :https://b23.tv/H5rwHAF
这是带台词的剪辑，可以确认一下",2022-09-16 00:00:46,0,3,"万物皆虚，万事皆允。",北京,是,https://i2.hdslb.com/bfs/face/c28b50de311ba30bd07112e7717718e7a1045a69.jpg
1863,130142189728,130280435888,289068674,"山楂树给你砍喽",5,男,"我不管它就叫唐刀苗刀",2022-09-16 17:34:09,0,2,"",山东,否,http://i2.hdslb.com/bfs/face/12cdccd0b16372ad0ae650fb6d6d5dff10d946ad.jpg
1864,130280435888,130318888496,2080042544,"浪人RONIN",6,男,"回复 @山楂树给你砍喽 :已经气死了，谢谢[doge]",2022-09-16 22:38:41,0,4,"万物皆虚，万事皆允。",北京,是,https://i2.hdslb.com/bfs/face/c28b50de311ba30bd07112e7717718e7a1045a69.jpg
1865,130142189728,130337860128,667342250,"何时踏青云",4,保密,"有没有可能拔刀的时候，拿着刀鞘的手会往后甩？苗刀可不是戚家刀，戚家刀作为战场兵器，他可以出现相互拔刀，苗刀相互拔刀，你这不开玩笑吗？另外日本刀的居合可不是阴手刀",2022-09-17 01:34:44,0,2,"",广东,否,https://i2.hdslb.com/bfs/face/3fb56681a7db09662e7ccb7541239f18419e092d.jpg
1866,130337860128,130375548144,2080042544,"浪人RONIN",6,男,"回复 @何时踏青云 :关于“你我拔刀势”，你只需要搜一下《单刀法选》，然后看里边是戚家刀还是苗刀。",2022-09-17 12:36:14,0,3,"万物皆虚，万事皆允。",北京,是,https://i2.hdslb.com/bfs/face/c28b50de311ba30bd07112e7717718e7a1045a69.jpg
1867,130142189728,130457790288,39077800,"黑色eightday",5,保密,"苗刀长且坚硬，刀越利越长，硬度就更低，所以苗刀很多都是钝的，硬度比锋利更重要，力量很多时候可以用刀的钝刃破皮，所以刀很多时候砍不破铠甲。",2022-09-18 00:06:26,0,2,"",四川,否,https://i1.hdslb.com/bfs/face/bf1140fb1b13ed623730ab257d3adebf7ce27113.jpg
1868,130457790288,130846955328,66037577,"萨婆罗",5,保密,"回复 @黑色eightday :最好再生点锈，叠加魔法伤害",2022-09-21 12:30:57,0,1,"",日本,否,https://i2.hdslb.com/bfs/face/75af01736dee8b4c7f045536378f502adbe8b4c1.jpg
1869,130846955328,130882951920,39077800,"黑色eightday",5,保密,"回复 @Senvry :真的刀很多时候都不是绝对锋利的，横劈竖砍都是用的力量致胜",2022-09-21 18:59:36,0,2,"",四川,否,https://i1.hdslb.com/bfs/face/bf1140fb1b13ed623730ab257d3adebf7ce27113.jpg
1870,130142189728,131024321984,1056848025,"升格教父加百列",5,男,"刀鞘后扔也行",2022-09-22 23:46:06,0,0,"",山东,否,https://i0.hdslb.com/bfs/face/03c5785a23fbed6a834e019b95f42911ced02bee.jpg
1871,130846955328,131189120832,481993928,"轻薄油炸洋芋片",5,男,"回复 @Senvry :生锈会降低刀的强度，很容易导致断刀，再说这是战场，有能力当场把敌人的头砍下来为什么要让他多活一阵？",2022-09-24 13:31:32,0,1,"",北京,否,https://i2.hdslb.com/bfs/face/635a20947ea9bf05f5ceddadc066d4f34a8fe77a.jpg
1872,130142189728,131247055360,28448749,"头部螺纹也得",5,保密,"日本刀做不到这种地步如果按照电影里的动作来砍日本刀不一定百分百裂但也不能用了",2022-09-24 22:12:47,0,9,"，，，",山东,否,https://i1.hdslb.com/bfs/face/6a29f9290d94ffd0bf84409f43bcca7d209e32b1.jpg
1873,131247055360,131278810080,2080042544,"浪人RONIN",6,男,"回复 @请叫我羊大人 :确实是夸张了，现实里刀剑几乎不可能在无损伤的前提下直接轻易斩断其他刀剑。",2022-09-25 07:34:43,0,7,"万物皆虚，万事皆允。",北京,是,https://i2.hdslb.com/bfs/face/c28b50de311ba30bd07112e7717718e7a1045a69.jpg
1874,130142189728,131838192496,1123504316,"账号已注销",,保密,"好奇的问下，现在日本那种刀最厉害，一直百度查不到日本刀是那家最强的",2022-09-30 08:14:03,0,1,"",山西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1875,131838192496,131851424928,2080042544,"浪人RONIN",6,男,"回复 @花呗白条被骗一万五 :日本真刀的话，我确实不太清楚，毕竟传统工艺收藏价值大于实用价值。不过，如果买国产日本刀，追求强度的话，你可以去看看二娘茶楼家的粉末钢的刀。",2022-09-30 11:09:21,0,1,"万物皆虚，万事皆允。",北京,是,https://i2.hdslb.com/bfs/face/c28b50de311ba30bd07112e7717718e7a1045a69.jpg
1876,130142189728,132460868992,249955606,"俊啊俊阿俊",6,男,"明末那种战场环境其实刀已经可以作为补充了，不能完全换装还是穷更新不了火器，工部老爷的质量真不让放心。
戚家军冷兵器看起来玩的很花，实际上戚家军北方打仗还是用的车阵加火器，后金跟戚家军学了很多",2022-10-04 23:40:55,0,6,"谢谢你长得这么好看还关注我",江苏,是,https://i1.hdslb.com/bfs/face/2c647a00130b96c43158e488c6eff65c8c512640.jpg
1877,130142189728,133052668224,370966750,"木子涛520",5,保密,"终于有人发现了，一直听up说丁白樱苗刀苗刀的[doge]苗刀应该是丁修的，戚家刀是张译演的那个人",2022-10-09 20:38:22,0,2,"爱玩游戏爱看动漫，拒绝五毛，滚粗。",上海,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1878,130142189728,133104480880,8565370,"抽疯的茶叶",6,保密,"[doge]还是把刀鞘直接扔了省事（就是太浪费了",2022-10-10 10:40:44,0,1,"o(｀ω´ )o既然看到了点个关注吧！",吉林,是,https://i1.hdslb.com/bfs/face/f64229e967cefe9c50f7aac5cd7b219cd434c759.jpg
1879,133104480880,133116469472,2080042544,"浪人RONIN",6,男,"回复 @永恒依 :扔刀鞘其实在战场环境中并不方便，因为战场上刀是挂在腰间的。拔刀时刀鞘确实有一定的向后空间，但是想整个扔掉的话还需要解开绳子，所以还是要配合恰当的拔刀动作[doge]",2022-10-10 12:41:03,0,3,"万物皆虚，万事皆允。",北京,是,https://i2.hdslb.com/bfs/face/c28b50de311ba30bd07112e7717718e7a1045a69.jpg
1880,131838192496,187853332048,296661477,"冻结的理想",5,保密,"回复 @花呗白条被骗一万五 : :日本刀，很漂亮！宋朝给的评价，是宋朝的权贵和大臣们常收藏的邦外艺术品，也是宋朝时日本最好的出口艺术品，艺术价值比实用价值要高！",2023-09-28 20:14:15,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/20dd5849d2b827e3169780ec94a3ef23f4c9c3a8.jpg
1881,187853332048,187868189120,1123504316,"账号已注销",,保密,"回复 @冻结的理想 :买不到了，估计本土都不好买",2023-09-28 22:01:56,0,0,"",山西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1882,187868189120,187900970480,296661477,"冻结的理想",5,保密,"回复 @花呗白条被骗一万五 :可以买本土的，虽然你需要向当地派出所报备外不能拿出去不能坐车，",2023-09-29 04:12:16,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/20dd5849d2b827e3169780ec94a3ef23f4c9c3a8.jpg
1883,187900970480,187911822608,1123504316,"账号已注销",,保密,"回复 @冻结的理想 :那成了摆设了！没意思",2023-09-29 08:48:19,0,0,"",山西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1884,187911822608,187928784960,296661477,"冻结的理想",5,保密,"回复 @花呗白条被骗一万五 :国外的进来一样都需要去当地派出所报备，本土的不能，国外的照样不能！",2023-09-29 11:21:58,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/20dd5849d2b827e3169780ec94a3ef23f4c9c3a8.jpg
1885,187911822608,199918975760,34198251,"风蚀作用",6,保密,"回复 @花呗白条被骗一万五 : 这种又长又利的刀，你想拿着出去干嘛哦，看你的话估计要买也肯定是开刃的[呆]而且也不好拿，真刀重得很，我家有把收藏用的蒙古刀，我双手拿都重得要命，想玩想学可以去武馆",2023-12-23 20:18:51,0,0,"当尘埃燃烧成太阳，废墟筑立起高楼，骸骨覆盖上血肉，庞加莱回归的下一秒或是千万年后，我会再次遇见你。",重庆,是,https://i0.hdslb.com/bfs/face/922c74ac00bfd4d02ca36dff71f222a474580691.jpg
1886,199918975760,199954421888,1123504316,"账号已注销",,保密,"回复 @冼琊 :明白",2023-12-24 00:21:59,0,1,"",山西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1887,,130141554832,802431,"帝国の萝莉",6,男,"战力第二名是哪国人？怎么起个比吧啦的姓[doge]",2022-09-15 12:55:46,0,1,"破站最近不是没有版权，就是港澳台，要你大会员何用?",山东,否,http://i0.hdslb.com/bfs/face/64097906ddb7bb55a78363165cf3ad498edf5b77.jpg
1888,,130141309504,310773800,"狂龙杀戮",6,男,"你没事吧",2022-09-15 12:53:31,0,0,"喜欢打猴子脸",贵州,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
1889,,130140594192,13246556,"Silent9527",6,男,"mvp：戚继光",2022-09-15 12:47:28,0,43,"生命是一场累计苦痛的巡礼，而死亡是另一段旅程的开始。",甘肃,否,https://i2.hdslb.com/bfs/face/466c0cda8a2e5338526eda4f79f9c50f00e17159.jpg
1890,,130139482368,46972610,"灬破风灬",6,保密,"学徒有时间讲一下谢苗的目中无人吧",2022-09-15 12:38:52,0,3,"",北京,否,https://i2.hdslb.com/bfs/face/69f91be446fe5174f613669ef78871517fd240da.jpg
1891,,130139019520,4581512,"oO皿Oo",6,男,"不至于吧，三兄弟和吡吧啦赵靖忠结仇，是因为抓魏忠贤的案子。医生给师弟治病都多久了，怎么可能一开始就让医生在药方上动手脚，师弟得的是肺痨不是感冒，中药治病循序渐进只能慢慢养，但是师弟工作环境特殊需要经常打架斗殴，病情反复很正常。而是一个江湖医生，身份实在太低了，真心是接触不到赵靖忠那么大的官，赵靖忠要对付三兄弟还真不需要动歪心思，找几个杀手灭口就行了。别看锦衣卫不行了被东厂压制，但是锦衣卫再差表面上也是直属皇权的部分，赵靖忠再牛批也不可能明着告诉一个医生他要弄死锦衣卫吧。而且赵靖忠一开始想对付的还真就没有师弟，赵靖忠和润哥儿交手的时候，被师弟看到了赵靖忠手上的伤，赵靖忠这才回头就找润哥儿干掉师弟，派的两个火枪手应该是为了润哥得手之后灭口的，毕竟杀锦衣卫不是小事。",2022-09-15 12:35:26,30,193,"四句烧香偈子，随风遍满东南。
不是文思所及，且令鼻观先参。
万卷明窗小字，眼花只见斓斑。
一炷烟消火冷，半生身老心闲。",广东,是,https://i2.hdslb.com/bfs/face/ae7336ed58cfb14ef99651c67d0d834c889e872a.jpg
1892,130139019520,130149274368,701760756,"ひかりよ",5,保密,"我可以告诉你，删减片段里面就有大夫给丁显下药的镜头。",2022-09-15 14:18:09,0,114,"",广东,否,https://i0.hdslb.com/bfs/face/478fb2029de97a2673e8906e401ae0e257b75ea8.jpg
1893,130139019520,130171948304,381558647,"阳仔问你吃了吗",6,男,"你可以理解为老丈人看不上准女婿，试图下药慢慢治他于死地",2022-09-15 18:28:41,0,40,"",安徽,否,https://i2.hdslb.com/bfs/face/190e8fd4c83080447b869ad53e47338e83cd0849.jpg
1894,130171948304,130185728256,4581512,"oO皿Oo",6,男,"回复 @迈克bili :这个也说不通呀，一川再差也是锦衣卫，看不上是一回事，故意下药弄死就是另一回事了。就算是行脚大夫，如果开的药方治死了人都要吃官司，在京城有自己医馆的大夫，因为看不上就故意下药治死也太蠢了，有没有问题药渣一闻就知道，一川病死医生和他女儿两个人打包一起都要寄",2022-09-15 20:29:37,0,31,"四句烧香偈子，随风遍满东南。
不是文思所及，且令鼻观先参。
万卷明窗小字，眼花只见斓斑。
一炷烟消火冷，半生身老心闲。",广东,是,https://i2.hdslb.com/bfs/face/ae7336ed58cfb14ef99651c67d0d834c889e872a.jpg
1895,130185728256,130186403616,1440805,"达克·扬·黑脚",6,保密,"回复 @罪剑问生天谴判死 :老丈和锦衣卫多半是有仇的，所以利用靳一川自己的病暗害他。
其实也就是用药看似治病，其实致病。又是长期用药，靳一川真死他手里，旁人也无证据能告这郎中。",2022-09-15 20:35:06,0,42,"????",上海,是,https://i1.hdslb.com/bfs/face/64a796e8db871474419ff0fc2c4937f4e1718b2d.jpg
1896,130185728256,130189664736,381558647,"阳仔问你吃了吗",6,男,"回复 @罪剑问生天谴判死 :你从老丈人的眼神里不难看出，这个人对老三是看不上的，至少是不希望他的女儿嫁给他。但又碍于老三是锦衣卫，明目张胆的毒死他，且不说他女儿会不会恨他，但就老三锦衣卫这个身份，他一家是肯定逃不掉的。但他是郎中，我想一个郎中想让一个人慢慢死去又不被发现，应该不是一件太难的事情。不然居士只弄死他老丈人这个逻辑是不同的。肯定有原因的",2022-09-15 21:04:15,0,67,"",安徽,否,https://i2.hdslb.com/bfs/face/190e8fd4c83080447b869ad53e47338e83cd0849.jpg
1897,130139019520,130196172800,394416187,"木风土圭",5,保密,"因为老医生不喜欢锦衣卫，但他女儿没想太多。",2022-09-15 21:57:17,0,8,"",山东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1898,130189664736,130206229984,4581512,"oO皿Oo",6,男,"回复 @迈克bili :难说，因为肺痨虽然难治，但也不是多罕见的疑难杂症。肺痨该怎么治，开什么药其他医生也都是知道的，大家都是老中药，甚至那一味药多放几钱会如何大家都清楚。一川可不是没有背景的苦哈哈，起码他大哥卢剑星就不是一个普通郎中惹得起的，真把一川吃死了，卢剑星拆了你招牌都是轻的，仵作一验尸药渣拿给其他大夫一闻就知道是啥情况。所以大夫看不上一川不假，但是因为看不上一川就整死他代价太大了，反正一川又没有请人说媒，父母之命媒妁之言医生女儿嫁谁还真不是一川他们看对眼就完事。医生被润哥杀了，应该就是医生瞧完病回来正好撞见润哥，医生虽然手无缚只因之力，但是高呼救命也是个麻烦事。润哥自己也说了，杀医生是大忌但是他没办法，不杀医生万一医生喊救命被街坊邻居听见就不好了。",2022-09-15 23:16:50,0,18,"四句烧香偈子，随风遍满东南。
不是文思所及，且令鼻观先参。
万卷明窗小字，眼花只见斓斑。
一炷烟消火冷，半生身老心闲。",广东,是,https://i2.hdslb.com/bfs/face/ae7336ed58cfb14ef99651c67d0d834c889e872a.jpg
1899,130185728256,130207780640,20780204,"影修罗X",6,男,"回复 @罪剑问生天谴判死 :官也分种类的，一川一没人脉二没钱，而且锦衣卫的名声在百姓面前明显不太好，可能比美丽坚在民众的还差，而大夫自身条件不差她女儿放到现在也算优秀了，怎么可能看的上一川，中药的成份份量都很严谨的，缺少一种缺一克对不同的人可能是致命的毒药，一川的病一直越治越差，也原版给大夫一个捉药的镜头，那个镜头明显大夫给一川的药是有问题的",2022-09-15 23:28:58,0,12,"",广东,否,https://i2.hdslb.com/bfs/face/d2231fccab82437c80e71379521f40a7837ddf9e.jpg
1900,130186403616,130208007136,4581512,"oO皿Oo",6,男,"回复 @达克·扬·黑脚 :药方和一川家倒掉的药渣，这些都是证据。故意加大某一味药的剂量，或者是在药方里加其他东西这还真心不是多高明的手法。不说其他大夫，是不是治病的方子，就是医生自己的女儿都看的出来，毕竟抓药的人是她。如果一川真给治死了，说句不好听的，卢剑星一怒，把你一家人下招狱还真不需要证据。而且润哥懂不懂药理还真不一定，润哥走跳江湖，止血包扎治皮外伤防感染可能会一些，但是肺痨该怎么治，哪味药放几钱，他看药方他也懵。杀医生可能真不是新仇旧恨，也就是临时起意怕被医生坏了事，毕竟是在医馆和师弟决战。",2022-09-15 23:30:29,0,12,"四句烧香偈子，随风遍满东南。
不是文思所及，且令鼻观先参。
万卷明窗小字，眼花只见斓斑。
一炷烟消火冷，半生身老心闲。",广东,是,https://i2.hdslb.com/bfs/face/ae7336ed58cfb14ef99651c67d0d834c889e872a.jpg
1901,130207780640,130209281696,4581512,"oO皿Oo",6,男,"回复 @影修罗X :医生在京城有自己的医馆，不说多富有但是吃穿不愁。在医生看来一川并非良配很正常，医生没儿子招个上门女婿继承衣钵才是正途，一川有官身明显不会学医。我看的版本没有医生下药的镜头，不知道是不是删减了，但是医生杀一川的动机不明显呀，因为代价太大了，无论是药方还是药渣这些都是证据，在药上动手脚真心不高明。不说照着药方抓药的人是他女儿，和一川眉来眼去没可能害一川，一直治不好还不是因为一川自己不静养，有肺痨还打打杀杀和人动手，就是御医来了也没辙",2022-09-15 23:40:48,0,7,"四句烧香偈子，随风遍满东南。
不是文思所及，且令鼻观先参。
万卷明窗小字，眼花只见斓斑。
一炷烟消火冷，半生身老心闲。",广东,是,https://i2.hdslb.com/bfs/face/ae7336ed58cfb14ef99651c67d0d834c889e872a.jpg
1902,130206229984,130223568800,381558647,"阳仔问你吃了吗",6,男,"回复 @罪剑问生天谴判死 :我突然想到了还有一种可能性。抛开一切阴谋，最大的可能就是肺痨在那个年代就是绝症。肺痨鬼肺痨鬼就是这么来的。老丈人知道老三是个短命鬼，不想让女儿跟他，然后在药里下手脚，随便多点少点药根本没人知道，只有老丈人知道他活不了多久的。",2022-09-16 03:59:40,0,10,"",安徽,否,https://i2.hdslb.com/bfs/face/190e8fd4c83080447b869ad53e47338e83cd0849.jpg
1903,130139019520,130292895040,435267126,"灵扬未极兮",5,保密,"你没看完吧？后面打架的时候赵精忠说找上他们兄弟三人去执行任务的时候他们就是死人了",2022-09-16 19:15:59,0,3,"",江西,否,http://i0.hdslb.com/bfs/face/141193481fb51c1bab42a10aae37b877bb513ea9.jpg
1904,130292895040,130299308912,4581512,"oO皿Oo",6,男,"回复 @灵扬未极兮 :说的是，是不是能带回魏忠贤，他们都要被针对。只是卢剑星贪功不发响箭，打乱了赵靖忠的计划。本来以为一群锦衣卫万无一失，结果成了带回魏忠贤的焦尸，让魏忠贤逃了。",2022-09-16 20:08:11,0,1,"四句烧香偈子，随风遍满东南。
不是文思所及，且令鼻观先参。
万卷明窗小字，眼花只见斓斑。
一炷烟消火冷，半生身老心闲。",广东,是,https://i2.hdslb.com/bfs/face/ae7336ed58cfb14ef99651c67d0d834c889e872a.jpg
1905,130139019520,130457098688,257489558,"_为所欲为___",6,保密,"我不知道你们看的和我看的怎么不一样，我是看过老头是坏人的片段，具体也不记得了。",2022-09-18 00:01:00,0,3,"",湖北,是,https://i2.hdslb.com/bfs/face/1ce2dd048cc105968f183c82e94feb4e326756cd.jpg
1906,130185728256,130626589936,455755117,"makewuyi",5,保密,"回复 @罪剑问生天谴判死 : 很容易回答，所以下的药不是毒药，是不对症的药可加深病情，最后治不好，病死的",2022-09-19 12:52:51,0,4,"",广东,是,https://i1.hdslb.com/bfs/face/3b074d3bf6696d9f38a8ce4d33fd2f96209c03c3.jpg
1907,130139019520,130692926672,294730065,"会飞的蒲公英儿",4,保密,"他女儿做的香囊都能缓解靳一川的病，老中医怎么越治越差呢[热]",2022-09-19 23:27:11,0,6,"",河北,否,https://i0.hdslb.com/bfs/face/1b8c49f799e451f6a96f7e84dbbe9cfef8e2f072.jpg
1908,130185728256,130737858944,401315789,"小-_-朱",6,男,"回复 @罪剑问生天谴判死 : 小说里有的，那个医生是东厂的人",2022-09-20 12:47:58,0,4,"",福建,是,https://i2.hdslb.com/bfs/face/7cd1ffc440fd7c10db3ecd326d30eb779b7d48ac.jpg
1909,130185728256,130775812320,815920,"保护梦想的咸鱼",6,保密,"回复 @罪剑问生天谴判死 : 别BB了，去看未删减版导演自有答案",2022-09-20 19:29:48,0,4,"",广东,是,https://i1.hdslb.com/bfs/face/71768452b0464d35494837328b2f17d9be26a5b9.jpg
